date,temp,pressure,humidity,wind_speed,wind_deg,clouds_all
2013-01-01,-5.5616666666666665,1020.7916666666666,55.458333333333336,3.82625,313.3333333333333,65.83333333333333
2013-01-02,-6.889583333333333,1021.875,53.291666666666664,3.5095833333333335,245.0,22.916666666666668
2013-01-03,-3.4637499999999997,1020.75,67.25,5.002083333333333,243.33333333333334,76.45833333333333
2013-01-04,-4.640833333333333,1023.5416666666666,66.45833333333333,6.167916666666667,249.16666666666666,12.291666666666666
2013-01-05,-1.20125,1022.0833333333334,71.16666666666667,4.327083333333333,217.08333333333334,30.0
2013-01-06,0.11124999999999995,1016.9166666666666,75.08333333333333,6.4004166666666675,254.16666666666666,86.875
2013-01-07,-2.811666666666667,1025.4583333333333,71.375,4.605416666666667,215.41666666666666,23.541666666666668
2013-01-08,0.45708333333333334,1020.3333333333334,68.875,4.00125,192.5,77.08333333333333
2013-01-09,3.965,1021.625,57.083333333333336,6.841666666666666,235.83333333333334,40.416666666666664
2013-01-10,1.8354166666666665,1029.875,57.625,2.9462500000000005,129.16666666666666,72.70833333333333
2013-01-11,6.8429166666666665,1010.125,89.83333333333333,5.41375,178.33333333333334,98.95833333333333
2013-01-12,7.732083333333333,1009.8333333333334,74.41666666666667,6.167916666666667,218.33333333333334,92.70833333333333
2013-01-13,-0.8262499999999999,1014.625,79.70833333333333,4.1241666666666665,292.5,100.0
2013-01-14,-8.009583333333333,1027.1666666666667,63.833333333333336,3.7183333333333337,241.25,36.666666666666664
2013-01-15,-5.365833333333334,1028.9166666666667,61.25,1.1500000000000001,141.66666666666666,20.208333333333332
2013-01-16,-2.6195833333333334,1017.1666666666666,63.833333333333336,3.9112500000000003,204.16666666666666,25.0
2013-01-17,-0.9366666666666666,1021.9583333333334,56.166666666666664,4.62875,297.0833333333333,33.333333333333336
2013-01-18,-2.3741666666666665,1026.3333333333333,61.416666666666664,4.941666666666667,222.08333333333334,45.833333333333336
2013-01-19,4.390833333333333,1012.3333333333334,60.208333333333336,7.066666666666666,214.16666666666666,44.791666666666664
2013-01-20,-4.229166666666667,1018.9166666666666,50.166666666666664,7.200833333333333,283.75,34.166666666666664
2013-01-21,-10.266666666666667,1022.4583333333334,48.833333333333336,6.3875,285.8333333333333,66.45833333333333
2013-01-22,-14.34125,1026.4583333333333,50.791666666666664,5.6691666666666665,282.0833333333333,36.458333333333336
2013-01-23,-10.242916666666668,1024.7916666666667,53.166666666666664,4.121666666666667,259.5833333333333,95.41666666666667
2013-01-24,-9.642083333333334,1029.9166666666667,59.083333333333336,5.349166666666666,273.375,80.625
2013-01-25,-5.77,1022.125,62.333333333333336,4.4875,172.08333333333334,100.0
2013-01-26,-5.339583333333334,1022.9583333333334,59.875,3.8200000000000003,270.4583333333333,45.0
2013-01-27,-2.2295833333333333,1025.1666666666667,66.66666666666667,4.568333333333333,148.375,87.70833333333333
2013-01-28,6.31,1011.8333333333334,89.375,5.417916666666667,198.33333333333334,94.375
2013-01-29,11.524583333333332,1006.4583333333334,88.45833333333333,6.270833333333333,164.16666666666666,100.0
2013-01-30,6.071666666666666,993.9166666666666,91.20833333333333,3.783333333333333,191.25,100.0
2013-01-31,-6.8116666666666665,1006.2916666666666,68.95833333333333,8.005833333333333,275.8333333333333,97.91666666666667
2013-02-01,-13.625,1023.8333333333334,63.958333333333336,6.720416666666666,270.0,43.75
2013-02-02,-7.690833333333333,1019.2916666666666,73.58333333333333,4.24875,257.5,97.5
2013-02-03,-9.484583333333333,1016.5833333333334,66.875,4.131666666666667,274.5833333333333,87.08333333333333
2013-02-04,-4.355416666666667,1014.0833333333334,77.66666666666667,3.7416666666666667,180.0,100.0
2013-02-05,-5.25125,1012.375,78.04166666666667,3.909166666666667,242.5,90.41666666666667
2013-02-06,-1.4262499999999998,1020.375,66.375,3.1558333333333333,227.08333333333334,63.958333333333336
2013-02-07,1.33625,1017.5,78.08333333333333,3.2091666666666665,112.5,97.5
2013-02-08,-1.1429166666666666,1019.125,83.08333333333333,5.735833333333333,318.75,100.0
2013-02-09,-1.3158333333333332,1027.5416666666667,69.70833333333333,2.67375,142.5,88.33333333333333
2013-02-10,3.140416666666667,1013.9166666666666,75.16666666666667,5.03125,155.41666666666666,85.0
2013-02-11,4.0008333333333335,1004.125,69.0,10.432916666666667,236.25,91.45833333333333
2013-02-12,-1.8783333333333332,1017.2916666666666,66.25,5.664166666666667,267.5,100.0
2013-02-13,-0.36166666666666664,1010.6666666666666,70.70833333333333,3.06375,197.5,25.625
2013-02-14,3.3320833333333333,1006.8333333333334,69.66666666666667,5.1779166666666665,237.5,79.79166666666667
2013-02-15,-0.3408333333333333,1018.0416666666666,52.0,4.844166666666667,307.0833333333333,77.29166666666667
2013-02-16,-6.528333333333333,1020.9583333333334,50.166666666666664,5.10875,310.4166666666667,47.708333333333336
2013-02-17,-7.951250000000001,1022.0833333333334,47.166666666666664,2.7624999999999997,242.91666666666666,25.0
2013-02-18,2.792083333333333,1010.875,52.333333333333336,6.077500000000001,171.25,85.20833333333333
2013-02-19,-3.609166666666667,1006.2916666666666,72.58333333333333,9.291666666666666,252.91666666666666,97.5
2013-02-20,-9.469166666666666,1023.9583333333334,57.958333333333336,5.090833333333333,300.0,38.333333333333336
2013-02-21,-4.229166666666667,1026.4166666666667,64.45833333333333,4.296666666666667,217.08333333333334,92.91666666666667
2013-02-22,-2.142916666666667,1013.4166666666666,80.70833333333333,5.927916666666667,132.5,100.0
2013-02-23,-2.68875,1013.375,71.125,6.0633333333333335,244.16666666666666,94.375
